Company Name,Stock,Ticker,ESG Risk,ESG Rating
Thirumalai Chemicals Ltd.,BOM,500412,High ESG Risk,33.7
"THK CO., LTD.",TKS,6481,High ESG Risk,33.7
Thomson Medical Group Ltd.,SES,A50,Medium ESG Risk,26.6
Thomson Reuters Corp.,TSE,TRI,Negligible ESG Risk,8.8
Thonburi Healthcare Group Public Co. Ltd.,BKK,THG,High ESG Risk,35.2
"Thor Industries, Inc.",NYS,THO,Medium ESG Risk,26.5
Thoresen Thai Agencies Public Co. Ltd.,BKK,TTA,Medium ESG Risk,21.4
"Thorne HealthTech, Inc.",NAS,THRN,Medium ESG Risk,24.8
"Thoughtworks Holding, Inc.",NAS,TWKS,Medium ESG Risk,22.4
THP Partnership,-,,High ESG Risk,36
"thredUP, Inc.",NAS,TDUP,Medium ESG Risk,24.8
"Three Squirrels, Inc.",SHE,300783,Medium ESG Risk,29.6
"Threeâ€™s Company Media Group Co., Ltd.",SHG,605168,Medium ESG Risk,23.5
"Thryv Holdings, Inc.",NAS,THRY,Low ESG Risk,14.1
Thule Group AB,OME,THULE,Negligible ESG Risk,7.3
"Thunder Software Technology Co., Ltd.",SHE,300496,Medium ESG Risk,26.6
Thungela Resources Ltd.,JSE,TGA,Medium ESG Risk,29.2
Thyrocare Technologies Ltd.,BOM,539871,Low ESG Risk,15.3
thyssenkrupp AG,ETR,TKA,High ESG Risk,32.6
TI Fluid Systems Plc,LON,TIFS,Medium ESG Risk,23.5
TIAA Asset Management Finance Co. LLC,-,,Medium ESG Risk,28.9
Tian Lun Gas Holdings Ltd.,HKG,1600,High ESG Risk,31.6
"Tiandi Science & Technology Co., Ltd.",SHG,600582,High ESG Risk,37.1
Tiangong International Co. Ltd.,HKG,826,Severe ESG Risk,40.7
"TianJin 712 Communication & Broadcasting Co., Ltd.",SHG,603712,Medium ESG Risk,25.5
"Tianjin Chase Sun Pharmaceutical Co., Ltd.",SHE,300026,Severe ESG Risk,41.2
Tianjin Pharmaceutical Da Ren Tang Group Corp. Ltd.,SHG,600329,High ESG Risk,36.5
Tianjin Port Development Holdings Ltd.,HKG,3382,Low ESG Risk,18.5
"Tianma Microelectronics Co., Ltd.",SHE,50,Medium ESG Risk,22.6
Tianneng Power International Ltd.,HKG,819,Medium ESG Risk,22.2
Tianqi Lithium Corp.,HKG,9696,Severe ESG Risk,48.6
"Tianshan Aluminum Group Co., Ltd.",SHE,2532,Severe ESG Risk,45.5
"Tianshui Huatian Technology Co., Ltd.",SHE,2185,Severe ESG Risk,45.1
"Tibet Cheezheng Tibetan Medicine Co., Ltd.",SHE,2287,High ESG Risk,31.6
"Tibet Mineral Development Co., Ltd.",SHE,762,Severe ESG Risk,52.2
Tibet Rhodiola Pharmaceutical Holding Co.,SHG,600211,High ESG Risk,37.5
Tibet Summit Resources Co. Ltd.,SHG,600338,Severe ESG Risk,50.7
"Tidewater, Inc.",NYS,TDW,High ESG Risk,30.9
TietoEVRY Corp.,HEL,TIETO,Low ESG Risk,14.4
Tiger Brands Ltd.,JSE,TBS,Medium ESG Risk,27.5
Tikehau Capital SCA,PAR,TKO,Low ESG Risk,11.6
"Tilly's, Inc.",NYS,TLYS,Low ESG Risk,16.5
"Tilray Brands, Inc.",NAS,TLRY,High ESG Risk,35
TIM SA (Brazil),BSP,TIMS3,Low ESG Risk,18.8
Timbercreek Financial Corp.,TSE,TF,High ESG Risk,37.2
TIME dotCom Bhd.,KLS,5031,Medium ESG Risk,23.9
Time Technoplast Ltd.,BOM,532856,Medium ESG Risk,22.9
Times China Holdings Ltd.,HKG,1233,Medium ESG Risk,22.2
Timken India Ltd.,BOM,522113,Medium ESG Risk,23.1
TimkenSteel Corp.,NYS,TMST,High ESG Risk,32.3
Tinexta SpA,MIL,TNXT,Medium ESG Risk,23.1
Tingyi (Cayman Islands) Holding Corp.,HKG,322,High ESG Risk,33.3
Tipco Asphalt Public Co. Ltd.,BKK,TASCO,Medium ESG Risk,28
"Tiptree, Inc.",NAS,TIPT,High ESG Risk,36.3
"TIS, Inc. (Japan)",TKS,3626,Medium ESG Risk,20.6
TISCO Financial Group Public Co. Ltd.,BKK,TISCO,Medium ESG Risk,23.9
Titan Cement International SA,BRU,TITC,Medium ESG Risk,27.4
Titan Co. Ltd.,BOM,500114,Low ESG Risk,14.9
"Titan International, Inc.",NYS,TWI,Medium ESG Risk,20.6
"Titan Machinery, Inc.",NAS,TITN,Medium ESG Risk,25.9
"Titan Wind Energy (Suzhou) Co., Ltd.",SHE,2531,High ESG Risk,32.1
TK Elevator GmbH,-,,Low ESG Risk,13.3
TKC Corp.,TKS,9746,Medium ESG Risk,24.8
"TKG Huchems Co., Ltd.",KRX,69260,Medium ESG Risk,27.6
TKH Group NV,AMS,TWEKA,Medium ESG Risk,26.3
TKP Corp.,TKS,3479,Medium ESG Risk,28.3
TMBThanachart Bank Public Co. Ltd.,BKK,TTB,Medium ESG Risk,24
TMF Group BV,-,,Medium ESG Risk,26.2
TMK PAO,MIC,TRMK,High ESG Risk,33.7
TML Holdings Pte Ltd. (Singapore),-,,Medium ESG Risk,20.9
TMX Group Ltd.,TSE,X,Medium ESG Risk,20.2
TOA Corp. (1885),TKS,1885,Severe ESG Risk,42
TOA Corp. (6809),TKS,6809,Medium ESG Risk,23.8
TOA Paint (Thailand) Public Co. Ltd.,BKK,TOA,Medium ESG Risk,20.4
"Toagosei Co., Ltd.",TKS,4045,Medium ESG Risk,27.3
Tobii AB,OME,TOBII,Low ESG Risk,18.3
Tobii Dynavox AB,OME,TDVOX,Medium ESG Risk,21.4
"Tobu Railway Co., Ltd.",TKS,9001,High ESG Risk,31.4
"TOC Co., Ltd.",TKS,8841,Medium ESG Risk,24.8
"TOCALO Co., Ltd.",TKS,3433,High ESG Risk,30.7
TOD'S SpA,MIL,TOD,Low ESG Risk,16
Toda Corp.,TKS,1860,High ESG Risk,32.4
"Toei Animation Co., Ltd.",TKS,4816,Low ESG Risk,15.8
"Toei Co., Ltd.",TKS,9605,Low ESG Risk,19.4
Toenec Corp.,TKS,1946,High ESG Risk,36.5
Tofas Turk Otomobil Fabrikasi AS,IST,TOASO.E,Medium ESG Risk,21.3
Tofflon Science & Technology Group Co. Ltd.,SHE,300171,Medium ESG Risk,22.3
"Toho Co., Ltd. (9602)",TKS,9602,Low ESG Risk,15.9
"TOHO GAS Co., Ltd.",TKS,9533,High ESG Risk,39.6
"Toho Holdings Co., Ltd.",TKS,8129,Low ESG Risk,18
"Toho Titanium Co., Ltd.",TKS,5727,Severe ESG Risk,44.1
"Toho Zinc Co., Ltd.",TKS,5707,Severe ESG Risk,47.7
"Tohoku Electric Power Co., Inc.",TKS,9506,Severe ESG Risk,40.9
"Tokai Carbon Co., Ltd.",TKS,5301,Medium ESG Risk,26
"TOKAI CARBON KOREA Co., Ltd.",KRX,64760,Medium ESG Risk,22.7
TOKAI Corp. /9729/,TKS,9729,Low ESG Risk,18.1
TOKAI Holdings Corp.,TKS,3167,Severe ESG Risk,42.9
"TOKAI RIKA CO., LTD.",TKS,6995,Medium ESG Risk,26.7
"Tokai Tokyo Financial Holdings, Inc.",TKS,8616,High ESG Risk,38.3
Token Corp.,TKS,1766,Medium ESG Risk,24.4
"Tokio Marine Holdings, Inc.",TKS,8766,Medium ESG Risk,25.2
Tokmanni Group Oyj,HEL,TOKMAN,Low ESG Risk,19.9
"Tokushu Tokai Paper Co., Ltd.",TKS,3708,Medium ESG Risk,25.4
Tokuyama Corp.,TKS,4043,Medium ESG Risk,30
"TOKYO BASE Co., Ltd.",TKS,3415,Medium ESG Risk,20.1
Tokyo Century Corp.,TKS,8439,Medium ESG Risk,24.1
"Tokyo Electric Power Co. Holdings, Inc.",TKS,9501,Severe ESG Risk,67.2
Tokyo Electron Device Ltd.,TKS,2760,Low ESG Risk,14.9
Tokyo Electron Ltd.,TKS,8035,Low ESG Risk,14.3
"Tokyo Energy & Systems, Inc.",TKS,1945,Severe ESG Risk,45.7
"Tokyo Gas Co., Ltd.",TKS,9531,High ESG Risk,34.6
"Tokyo Individualized Educational Institute, Inc.",TKS,4745,Low ESG Risk,18.2
"Tokyo Kiraboshi Financial Group, Inc.",TKS,7173,Medium ESG Risk,29.1
"TOKYO OHKA KOGYO CO., LTD.",TKS,4186,High ESG Risk,35.7
"Tokyo Rakutenchi Co., Ltd.",TKS,8842,Medium ESG Risk,25.1
"Tokyo Seimitsu Co., Ltd.",TKS,7729,Low ESG Risk,16.7
"Tokyo Steel Manufacturing Co., Ltd.",TKS,5423,High ESG Risk,38.5
"Tokyo Tatemono Co., Ltd.",TKS,8804,Medium ESG Risk,24.8
"Tokyotokeiba Co., Ltd.",TKS,9672,High ESG Risk,30.5
"Tokyu Construction Co., Ltd.",TKS,1720,High ESG Risk,32.5
Tokyu Corp.,TKS,9005,Medium ESG Risk,28.8
Tokyu Fudosan Holdings Corp.,TKS,3289,Medium ESG Risk,21.5
"TOKYU REIT, Inc.",TKS,8957,Low ESG Risk,18
"Toll Brothers, Inc.",NYS,TOL,Medium ESG Risk,22.6
Toly Bread Co. Ltd.,SHG,603866,Severe ESG Risk,44.3
"Tomoku Co., Ltd.",TKS,3946,Medium ESG Risk,24.8
"TOMONY Holdings, Inc.",TKS,8600,High ESG Risk,32.6
Tompkins Financial Corp.,ASE,TMP,Medium ESG Risk,29
Tomra Systems ASA,OSL,TOM,Medium ESG Risk,29
TomTom NV,AMS,TOM2,Low ESG Risk,18.3
"Tomy Co., Ltd.",TKS,7867,Low ESG Risk,16.3
Ton Yi Industrial Corp.,TAI,9907,Low ESG Risk,14.4
"Tonami Holdings Co., Ltd.",TKS,9070,Low ESG Risk,19
Tong Hsing Electronics Industries Ltd.,TAI,6271,Medium ESG Risk,24.2
"Tong Ren Tang Technologies Co., Ltd.",HKG,1666,High ESG Risk,30.4
"Tong Yang Industry Co., Ltd.",TAI,1319,Medium ESG Risk,20.1
Tongcheng Travel Holdings Ltd.,HKG,780,Low ESG Risk,15.6
Tongdao Liepin Group,HKG,6100,Medium ESG Risk,25.6
"Tongding Interconnection Information Co., Ltd.",SHE,2491,High ESG Risk,31.6
"TongFu Microelectronics Co., Ltd.",SHE,2156,Severe ESG Risk,44.9
"Tongkun Group Co., Ltd.",SHG,601233,Medium ESG Risk,21.2
"Tongling Jingda Special Magnet Wire Co., Ltd.",SHG,600577,Medium ESG Risk,28.4
"Tongling Nonferrous Metals Group Co., Ltd.",SHE,630,Severe ESG Risk,62
"Tongtai Machine & Tool Co., Ltd.",TAI,4526,Medium ESG Risk,25.5
"Tongwei Co., Ltd.",SHG,600438,Severe ESG Risk,47.2
"TONGYANG Life Insurance Co., Ltd.",KRX,82640,Medium ESG Risk,29.4
"TONGYANG, Inc.",KRX,1520,Severe ESG Risk,46
"Tongyu Heavy Industry Co., Ltd.",SHE,300185,Severe ESG Risk,50.9
tonies SE,ETR,TNIE,Low ESG Risk,15.4
"Tootsie Roll Industries, Inc.",NYS,TR,High ESG Risk,39.8
"Top Frontier Investment Holdings, Inc.",PHS,TFHI,Severe ESG Risk,48.8
Top Glove Corp. Bhd.,KLS,7113,Medium ESG Risk,20.3
Top Resource Conservation & Environment Corp.,SHE,300332,Severe ESG Risk,51.6
Topaz Energy Corp.,TSE,TPZ,Low ESG Risk,11.1
TopBuild Corp.,NYS,BLD,Medium ESG Risk,21.3
Topchoice Medical Corp.,SHG,600763,Medium ESG Risk,26
"Topco Scientific Co., Ltd.",TAI,5434,Low ESG Risk,19.7
Topcon Corp.,TKS,7732,Low ESG Risk,16.1
Topdanmark A/S,CSE,TOP,Low ESG Risk,16.1
Topgolf Callaway Brands Corp.,NYS,MODG,Low ESG Risk,12.5
Topkey Corp.,TAI,4536,Low ESG Risk,15.5
"Toppan, Inc.",TKS,7911,Negligible ESG Risk,8.5
Topps Tiles Plc,LON,TPT,Low ESG Risk,15.2
Topre Corp.,TKS,5975,Medium ESG Risk,23.5
"Topsec Technologies Group, Inc.",SHE,2212,High ESG Risk,30.1
Topsports International Holdings Ltd.,HKG,6110,Low ESG Risk,17.5
Toptec Corp.,KRX,108230,Medium ESG Risk,29.2
"Topy Industries, Ltd.",TKS,7231,Medium ESG Risk,23.3
"Toray Industries, Inc.",TKS,3402,Medium ESG Risk,24.8
"Torex Gold Resources, Inc.",TSE,TXG,High ESG Risk,32.2
TORIDOLL Holdings Corp.,TKS,3397,High ESG Risk,32.4
"Torii Pharmaceutical Co., Ltd.",TKS,4551,Medium ESG Risk,28.4
TORM Plc,CSE,TRMD.A,High ESG Risk,34.6
Toromont Industries Ltd.,TSE,TIH,Medium ESG Risk,23.4
Toronto Community Housing Corp.,-,,Low ESG Risk,18.8
Toronto Hydro Corp.,-,,High ESG Risk,39.7
Toronto Metropolitan University of,-,,Low ESG Risk,14.3
Torrent Pharmaceuticals Ltd.,BOM,500420,High ESG Risk,36.6
Torrent Power Ltd.,BOM,532779,High ESG Risk,36.4
"Torrid Holdings, Inc.",NYS,CURV,Medium ESG Risk,28.5
Torunlar Gayrimenkul Yatirim Ortakligi AS,IST,TRGYO.E,Low ESG Risk,18.4
Tosei Corp.,TKS,8923,Low ESG Risk,19.2
Tosei REIT Investment Corp.,TKS,3451,Low ESG Risk,12.4
TOSHIBA Corp.,TKS,6502,Medium ESG Risk,29.6
Toshiba Tec Corp.,TKS,6588,Low ESG Risk,17.5
"Tosho Co., Ltd.",TKS,8920,High ESG Risk,33
Tosoh Corp.,TKS,4042,Medium ESG Risk,27.5
Total Play Telecomunicaciones SA de CV,-,,Medium ESG Risk,28
Total System Services,-,,Low ESG Risk,18
TotalEnergies SE,PAR,TTE,Medium ESG Risk,28.3
"Totetsu Kogyo Co., Ltd.",TKS,1835,High ESG Risk,31.5
TOTO Ltd.,TKS,5332,Low ESG Risk,17.8
TOTVS SA,BSP,TOTS3,Low ESG Risk,19.6
"Toung Loong Textile Mfg. Co., Ltd.",ROCO,4401,Medium ESG Risk,23.2
Tourism Holdings Ltd.,NZE,THL,Low ESG Risk,16.7
Tourmaline Oil Corp.,TSE,TOU,High ESG Risk,36.9
Towa Corp.,TKS,6315,Low ESG Risk,19.9
"Towa Pharmaceutical Co., Ltd.",TKS,4553,High ESG Risk,30.9
Tower Semiconductor Ltd.,NAS,TSEM,High ESG Risk,35.3
TowneBank,NAS,TOWN,High ESG Risk,31.1
Towngas Smart Energy Co. Ltd.,HKG,1083,Medium ESG Risk,29.3
"Townsquare Media, Inc.",NYS,TSQ,Medium ESG Risk,20.8
"Toyo Construction Co., Ltd.",TKS,1890,High ESG Risk,36.7
TOYO Corp.,TKS,8151,Low ESG Risk,13.6
"Toyo Gosei Co., Ltd.",TKS,4970,High ESG Risk,32.9
Toyo Ink SC Holdings Co. Ltd.,TKS,4634,High ESG Risk,31.1
Toyo Kanetsu KK,TKS,6369,High ESG Risk,30.2
Toyo Seikan Group Holdings Ltd.,TKS,5901,Medium ESG Risk,24.1
"Toyo Suisan Kaisha, Ltd.",TKS,2875,Severe ESG Risk,40.9
"Toyo Tanso Co., Ltd.",TKS,5310,Medium ESG Risk,24
Toyo Tire Corp.,TKS,5105,Medium ESG Risk,20.1
"Toyobo Co., Ltd.",TKS,3101,Medium ESG Risk,24.3
"Toyoda Gosei Co., Ltd.",TKS,7282,Low ESG Risk,12.5
Toyota Boshoku Corp.,TKS,3116,Low ESG Risk,19.4
"Toyota Credit Canada, Inc.",-,,Medium ESG Risk,21.5
Toyota Finance Corp.,-,,Medium ESG Risk,25.7
Toyota Industries Corp.,TKS,6201,Medium ESG Risk,28.6
Toyota Motor Corp.,TKS,7203,Medium ESG Risk,29.4
Toyota Motor Credit Corp.,-,,Medium ESG Risk,27.6
Toyota Tsusho Corp.,TKS,8015,Medium ESG Risk,24.4
TP ICAP Group Plc,LON,TCAP,High ESG Risk,30.8
"TPG RE Finance Trust, Inc.",NYS,TRTX,Low ESG Risk,18.3
TPG Telecom Ltd.,ASX,TPG,Medium ESG Risk,27.6
"TPG, Inc.",NAS,TPG,Medium ESG Risk,27.5
"TPI Composites, Inc.",NAS,TPIC,Low ESG Risk,19
"TPI Polene Power Public Co., Ltd.",BKK,TPIPP,High ESG Risk,39.7
TPI Polene Public Co. Ltd.,BKK,TPIPL,Severe ESG Risk,45.4
"TPK Holding Co., Ltd.",TAI,3673,Low ESG Risk,18
"TPR Co., Ltd.",TKS,6463,Medium ESG Risk,23
TQM Alpha Public Co. Ltd.,BKK,TQM,Low ESG Risk,20
Traction AB,OME,TRAC.B,Severe ESG Risk,40.4
Tractor Supply Co.,NAS,TSCO,Low ESG Risk,16
TradeDoubler AB,OME,TRAD,Medium ESG Risk,28.8
"Tradeweb Markets, Inc.",NAS,TW,Low ESG Risk,17.7
"Traeger, Inc.",NYS,COOK,Medium ESG Risk,29.4
Trainline Plc,LON,TRN,Medium ESG Risk,28.5
"TRANCOM Co., Ltd.",TKS,9058,Medium ESG Risk,21
Trane Technologies Plc,NYS,TT,Low ESG Risk,15.7
Trans-Allegheny Interstate Line Co.,-,,Severe ESG Risk,47.8
Transaction Capital Ltd.,JSE,TCP,Medium ESG Risk,28.7
TransAlta Corp.,TSE,TA,Medium ESG Risk,29.2
"TransAlta Renewables, Inc.",TSE,RNW,High ESG Risk,30.4
TransCanada PipeLines Ltd.,-,,High ESG Risk,30.2
"Transcat, Inc.",NAS,TRNS,Medium ESG Risk,24.2
"Transcend Information, Inc.",TAI,2451,High ESG Risk,30.1
Transcontinental Gas Pipe Line Co. LLC,-,,High ESG Risk,33.8
"Transcontinental Realty Investors, Inc.",NYS,TCI,Medium ESG Risk,28.1
"Transcontinental, Inc.",TSE,TCL.A,Low ESG Risk,16.8
"transcosmos, Inc.",TKS,9715,Medium ESG Risk,22.1
"TransDigm Group, Inc.",NYS,TDG,High ESG Risk,38.8
TransEd Partners General Partnership LP,-,,Severe ESG Risk,45.7
Transelec SA,-,,Medium ESG Risk,26.6
"Transfar Zhilian Co., Ltd.",SHE,2010,Severe ESG Risk,52.6
"TransMedics Group, Inc.",NAS,TMDX,High ESG Risk,31.4
Transmissora Aliança de Energia Elétrica SA,BSP,TAEE11,Medium ESG Risk,29.5
Transneft PJSC,MIC,TRNFP,Severe ESG Risk,43.7
Transnet SOC Ltd.,-,,Medium ESG Risk,30
Transocean Ltd.,NYS,RIG,Medium ESG Risk,23.6
"Transphorm, Inc.",NAS,TGAN,High ESG Risk,36.9
Transport for London,-,,Low ESG Risk,15
Transportadora de Gas del Perú SA,-,,High ESG Risk,37.1
Transportadora de Gas del Sur SA,BUE,TGSU2,High ESG Risk,30.4
Transportadora de Gas Internacional SA ESP,-,,Medium ESG Risk,27.6
Transpower New Zealand Ltd.,-,,Severe ESG Risk,40.2
Transtema Group AB,OME,TRANS,Medium ESG Risk,27.1
TransUnion,NYS,TRU,Medium ESG Risk,21
Transurban Group Ltd.,ASX,TCL,Negligible ESG Risk,9.1
TRATON SE,ETR,8TRA,Medium ESG Risk,27.4
Travel + Leisure Co.,NYS,TNL,Medium ESG Risk,24.7
"TravelCenters of America, Inc.",-,,Low ESG Risk,13.9
TravelSky Technology Ltd.,HKG,696,Medium ESG Risk,22.2
"Travere Therapeutics, Inc.",NAS,TVTX,Medium ESG Risk,28.2
Travis Perkins Plc,LON,TPK,Medium ESG Risk,21.1
TRE Holdings Corp.,TKS,9247,Medium ESG Risk,24.1
"Treace Medical Concepts, Inc.",NAS,TMCI,Severe ESG Risk,40.8
"Trean Insurance Group, Inc.",-,,Medium ESG Risk,26.8
Treasury Wine Estates Ltd.,ASX,TWE,Medium ESG Risk,21.6
Treatt Plc,LON,TET,High ESG Risk,30.6
Tredegar Corp.,NYS,TG,High ESG Risk,31.3
"TreeHouse Foods, Inc.",NYS,THS,High ESG Risk,34
Trelleborg AB,OME,TREL.B,Medium ESG Risk,29.4
Tremor International Ltd.,LON,TRMR,Low ESG Risk,19
"Trend Micro, Inc.",TKS,4704,Medium ESG Risk,22.3
Trent Ltd.,BOM,500251,Low ESG Risk,18.7
Tres Tentos Agroindustrial SA,BSP,TTEN3,Medium ESG Risk,21.5
"Trex Co., Inc.",NYS,TREX,Medium ESG Risk,21.3
TRG Pakistan Ltd.,KAR,TRG,Low ESG Risk,13.6
Tri Chemical Laboratories Inc.,TKS,4369,Medium ESG Risk,20.5
"Tri Pointe Homes, Inc.",NYS,TPH,Low ESG Risk,16.5
Trican Well Service Ltd.,TSE,TCW,Medium ESG Risk,29.3
"Tricida, Inc.",OTC,TCDAQ,Severe ESG Risk,40.3
TriCo Bancshares,NAS,TCBK,Medium ESG Risk,27.7
"Tricon Residential, Inc.",TSE,TCN,Low ESG Risk,18.8
Trident Ltd.,BOM,521064,Low ESG Risk,18.1
Trifast Plc,LON,TRI,High ESG Risk,35.7
Trigano SA,PAR,TRI,Low ESG Risk,12.9
Trillium Health Partners,-,,Medium ESG Risk,24.8
TriMas Corp.,NAS,TRS,Medium ESG Risk,28.3
"Trimble, Inc.",NAS,TRMB,Low ESG Risk,12.5
"Trina Solar Co., Ltd.",SHG,688599,High ESG Risk,31.5
"TriNet Group, Inc.",NYS,TNET,Negligible ESG Risk,9.4
"Trinity Industries, Inc.",NYS,TRN,High ESG Risk,32.3
Trinseo Plc,NYS,TSE,Medium ESG Risk,25.2
Trip.com Group Ltd.,HKG,9961,Medium ESG Risk,24.8
"TripAdvisor, Inc.",NAS,TRIP,Medium ESG Risk,24.8
Triple Flag Precious Metals Corp.,TSE,TFPM,Negligible ESG Risk,9.2
Triple Point Social Housing Reit Plc,LON,SOHO,Low ESG Risk,17.1
Tripod Technology Corp.,TAI,3044,Low ESG Risk,16.3
"Trisummit Cycle Holding, Inc.",-,,High ESG Risk,36
Trisura Group Ltd.,TSE,TSU,Medium ESG Risk,27.6
Tritax Big Box REIT Plc,LON,BBOX,Negligible ESG Risk,8.3
Tritax EuroBox Plc,LON,EBOX,Low ESG Risk,14.1
Triton Container International Ltd.,-,,Medium ESG Risk,21.5
Triton International Ltd.,NYS,TRTN,Medium ESG Risk,21.8
"Triumph Financial, Inc.",NAS,TFIN,Medium ESG Risk,26.8
"Triumph Group, Inc.",NYS,TGI,High ESG Risk,32.9
"Triumph New Energy Co., Ltd.",HKG,1108,High ESG Risk,34.9
Triveni Engineering & Industries Ltd.,BOM,532356,High ESG Risk,39.2
Triveni Turbine Ltd.,BOM,533655,High ESG Risk,33.9
Troax Group AB,OME,TROAX,Medium ESG Risk,25.2
Tronox Holdings Plc,NYS,TROX,Low ESG Risk,18.7
"True Corp. Public Co., Ltd. /Old/",-,,Medium ESG Risk,24.6
"TrueBlue, Inc.",NYS,TBI,Low ESG Risk,13
Truecaller AB,OME,TRUE.B,Medium ESG Risk,25.8
"TrueCar, Inc.",NAS,TRUE,Medium ESG Risk,28.3
Truist Financial Corp.,NYS,TFC,Low ESG Risk,18.7
Truking Technology Ltd.,SHE,300358,High ESG Risk,37.1
Truly International Holdings Ltd.,HKG,732,Medium ESG Risk,29.6
"Trupanion, Inc.",NAS,TRUP,Medium ESG Risk,25.9
Trusco Nakayama Corp.,TKS,9830,Medium ESG Risk,22.3
TrustCo Bank Corp. NY,NAS,TRST,High ESG Risk,30.6
Trustmark Corp.,NAS,TRMK,Medium ESG Risk,27.9
Trustpilot Group Plc,LON,TRST,Medium ESG Risk,20.2
Truworths International Ltd.,JSE,TRU,Low ESG Risk,10.7
Tryg A/S,CSE,TRYG,Low ESG Risk,19.7
"TS TECH CO., LTD.",TKS,7313,Low ESG Risk,12.7
Tsakos Energy Navigation Ltd.,NYS,TNP,Severe ESG Risk,43.5
"Tsann Kuen Enterprise Co., Ltd.",TAI,2430,Medium ESG Risk,20.9
"TSE Co., Ltd.",KRX,131290,Medium ESG Risk,28.2
TSEC Corp.,TAI,6443,High ESG Risk,38.9
TSH Resources Bhd.,KLS,9059,Severe ESG Risk,42
"TSI Holdings Co., Ltd.",TKS,3608,Medium ESG Risk,21.9
"Tsingtao Brewery Co., Ltd.",HKG,168,Medium ESG Risk,29.9
Tsogo Sun Gaming Ltd.,JSE,TSG,High ESG Risk,32.2
TSRC Corp.,TAI,2103,Medium ESG Risk,24
"Tsubaki Nakashima Co., Ltd",TKS,6464,Medium ESG Risk,27.2
Tsubakimoto Chain Co.,TKS,6371,High ESG Risk,35
"Tsuburaya Fields Holdings, Inc.",TKS,2767,Low ESG Risk,17.1
Tsugami Corp.,TKS,6101,Medium ESG Risk,26.1
Tsumura & Co.,TKS,4540,High ESG Risk,37
"TSURUHA Holdings, Inc.",TKS,3391,Medium ESG Risk,26.2
"Tsutsumi Jewelry Co., Ltd.",TKS,7937,Medium ESG Risk,20.8
Tt Electronics Plc,LON,TTG,Low ESG Risk,19.4
"TTEC Holdings, Inc.",NAS,TTEC,Medium ESG Risk,22
TTET Union Corp.,TAI,1232,Medium ESG Risk,29
TTK Prestige Ltd.,BOM,517506,Medium ESG Risk,26.6
"TTM Technologies, Inc.",NAS,TTMI,Negligible ESG Risk,8
TTW Public Co. Ltd.,BKK,TTW,Medium ESG Risk,28.2
TTX Co.,-,,Medium ESG Risk,29.5
TTY Biopharm Co. Ltd.,ROCO,4105,Medium ESG Risk,28.8
Tuas Ltd.,ASX,TUA,High ESG Risk,33.8
Tube Investments of India Ltd.,BOM,540762,Low ESG Risk,18.1
"Tucows, Inc.",NAS,TCX,Medium ESG Risk,28.7
TUI AG,LON,TUI,Medium ESG Risk,28.8
Tullow Oil Plc,LON,TLW,Severe ESG Risk,47.1
Tung Ho Steel Enterprise Corp.,TAI,2006,High ESG Risk,34.1
"Tung Thih Electronic Co., Ltd.",ROCO,3552,Medium ESG Risk,25.8
Tupperware Brands Corp.,NYS,TUP,Low ESG Risk,12.6
Tupy SA,BSP,TUPY3,Low ESG Risk,17.6
Türk Hava Yollari AO,IST,THYAO.E,Medium ESG Risk,21.7
Türk Telekomünikasyon AS,IST,TTKOM.E,Low ESG Risk,19.4
Türk Traktör ve Ziraat Makineleri AS,IST,TTRAK.E,Low ESG Risk,14
TURKCELL Iletisim Hizmetleri AS,IST,TCELL.E,Medium ESG Risk,24.6
Turkiye Garanti Bankasi AS,IST,GARAN.E,Medium ESG Risk,23.7
Turkiye Halk Bankasi AS,IST,HALKB.E,High ESG Risk,32.2
Türkiye Is Bankasi AS,IST,ISCTR.E,Low ESG Risk,18.1
Türkiye Kalkinma ve Yatirim Bankasi AS,IST,KLNMA.E,Low ESG Risk,11
Turkiye Petrol Rafinerileri AS,IST,TUPRS.E,High ESG Risk,32
Türkiye Sinai Kalkinma Bankasi AS,IST,TSKB.E,Negligible ESG Risk,7.9
Türkiye Sise ve Cam Fabrikalari AS,IST,SISE.E,High ESG Risk,31.5
Türkiye Vakiflar Bankasi TAO,IST,VAKBN.E,Low ESG Risk,19.1
"Turning Point Brands, Inc.",NYS,TPB,High ESG Risk,34.2
Turpaz Industries Ltd.,TAE,TRPZ,Severe ESG Risk,41.6
Turquoise Hill Resources Ltd.,-,,Severe ESG Risk,43.6
Turtle Beach Corp.,NAS,HEAR,Low ESG Risk,16.8
"TuSimple Holdings, Inc.",NAS,TSP,Medium ESG Risk,24.3
Tutor Perini Corp.,NYS,TPC,High ESG Risk,38
"Tuya, Inc.",HKG,2391,Medium ESG Risk,21.6
TV Asahi Holdings Corp.,TKS,9409,Low ESG Risk,19.1
TV TOKYO Holdings Corp.,TKS,9413,Low ESG Risk,19
TV18 Broadcast Ltd.,BOM,532800,Low ESG Risk,15.7
TVS Motor Co. Ltd.,BOM,532343,Low ESG Risk,13.7
"Twilio, Inc.",NYS,TWLO,Medium ESG Risk,23.9
Twist Bioscience Corp.,NAS,TWST,Medium ESG Risk,26.7
Two Harbors Investment Corp.,NYS,TWO,Low ESG Risk,18.4
TX Group AG,SWX,TXGN,Low ESG Risk,13.2
